3998.27344	0.99535
3997.30908	0.99406
3996.34471	0.99045
3995.38034	0.98727
3994.41597	0.98851
3993.45160	0.99174
3992.48723	0.99167
3991.52286	0.98862
3990.55849	0.98772
3989.59412	0.99100
3988.62976	0.99505
3987.66539	0.99703
3986.70102	0.99687
3985.73665	0.99605
3984.77228	0.99616
3983.80791	0.99617
3982.84354	0.99530
3981.87917	0.99546
3980.91480	0.99717
3979.95044	0.99899
3978.98607	1.00000
3978.02170	0.99871
3977.05733	0.99426
3976.09296	0.98985
3975.12859	0.98876
3974.16422	0.98886
3973.19985	0.98834
3972.23548	0.99054
3971.27112	0.99481
3970.30675	0.99526
3969.34238	0.99392
3968.37801	0.99706
3967.41364	1.00197
3966.44927	1.00352
3965.48490	1.00242
3964.52053	1.00027
3963.55616	0.99428
3962.59180	0.98567
3961.62743	0.98494
3960.66306	0.99278
3959.69869	0.99817
3958.73432	0.99758
3957.76995	0.99511
3956.80558	0.99555
3955.84121	0.99906
3954.87684	1.00000
3953.91248	0.99622
3952.94811	0.99374
3951.98374	0.98852
3951.01937	0.97179
3950.05500	0.95640
3949.09063	0.95240
3948.12626	0.95415
3947.16189	0.96651
3946.19752	0.98447
3945.23316	0.98523
3944.26879	0.95904
3943.30442	0.92935
3942.34005	0.93555
3941.37568	0.97047
3940.41131	0.99264
3939.44694	0.99516
3938.48257	0.99510
3937.51820	0.99864
3936.55384	1.00000
3935.58947	0.99351
3934.62510	0.97449
3933.66073	0.93848
3932.69636	0.90943
3931.73199	0.91709
3930.76762	0.94159
3929.80325	0.95715
3928.83888	0.97249
3927.87452	0.98642
3926.91015	0.97664
3925.94578	0.94122
3924.98141	0.91783
3924.01704	0.93374
3923.05267	0.96541
3922.08830	0.97215
3921.12393	0.94437
3920.15956	0.92404
3919.19520	0.92599
3918.23083	0.90677
3917.26646	0.88492
3916.30209	0.91374
3915.33772	0.96599
3914.37335	0.99419
3913.40898	1.00057
3912.44461	1.00118
3911.48024	1.00102
3910.51588	1.00071
3909.55151	1.00000
3908.58714	0.99486
3907.62277	0.97067
3906.65840	0.91875
3905.69403	0.84465
3904.72966	0.78552
3903.76529	0.77405
3902.80092	0.77840
3901.83656	0.78873
3900.87219	0.80595
3899.90782	0.80183
3898.94345	0.82713
3897.97908	0.90852
3897.01471	0.97444
3896.05034	0.99288
3895.08597	0.98422
3894.12160	0.96415
3893.15724	0.91349
3892.19287	0.83572
3891.22850	0.82066
3890.26413	0.89879
3889.29976	0.97496
3888.33539	0.97938
3887.37102	0.89946
3886.40665	0.79314
3885.44228	0.78663
3884.47792	0.87183
3883.51355	0.93278
3882.54918	0.92495
3881.58481	0.85606
3880.62044	0.80478
3879.65607	0.85603
3878.69170	0.95164
3877.72733	1.00000
3876.76296	0.99291
3875.79859	0.93321
3874.83423	0.85692
3873.86986	0.85237
3872.90549	0.90128
3871.94112	0.87963
3870.97675	0.76581
3870.01238	0.70001
3869.04801	0.77787
3868.08364	0.90248
3867.11927	0.93090
3866.15491	0.85170
3865.19054	0.78861
3864.22617	0.82258
3863.26180	0.87003
3862.29743	0.87425
3861.33306	0.90127
3860.36869	0.95885
3859.40432	0.98070
3858.43995	0.94934
3857.47559	0.90799
